name,exp,variant,workload,rc,insts,cycles,cpi,ipc,sim_ms,host_s,l1d_acc,l1d_miss,l1d_mr,l1d_mshr_miss,l1d_miss_lat_cyc,l1d_hit_lat,l1d_amat,l1d_mpki,l1d_repl,l1d_wb,l1i_acc,l1i_miss,l1i_mr,l2_acc,l2_miss,l2_mr,l2_miss_lat_cyc,l2_mpki,victim_hits,victim_miss,dram_rd,dram_wr,dram_bytes,dram_lat_cyc,dtlb_acc,dtlb_miss,dtlb_mr,dtlb_mpki,itlb_acc,itlb_miss,page_faults,penalty_cyc,penalty_frac,pf_issued,pf_useful,pf_accuracy,program_output
l1lat_256KiB-4c_matmul,l1lat,256KiB-4c,matmul,0,6862544,43168365,6.290431799052946,0.1589715987621954,21.584,3.88,1881623,3521,0.0018712568883352298,3521,155.766259586,4.0,4.291478686220516,0.5130750345644414,34,26,8772200,117,1.3e-05,3638,3632,0.9983507421660253,147.22907489,0.5292497942453994,0,0,3632,0,232448,45.67828,1881687,120,6.37725615365361e-05,0.017486226682116718,8772200,5,58,0,0.0,0,0,0.0,matmul: n=96 block=0 checksum=219826053362
l1lat_256KiB-4c_matmulb,l1lat,256KiB-4c,matmulb,0,9102071,53236525,5.848836490069128,0.17097417609432622,26.618,4.63,1995850,3519,0.001763158553999549,3519,155.822392726,4.0,4.274739584639524,0.3866153098564052,34,26,11175021,120,1.1e-05,3639,3633,0.998351195383347,147.179466006,0.39913993200009096,0,0,3633,0,232512,45.62854,1995914,120,6.012283094361781e-05,0.013183812782827117,11175021,5,58,0,0.0,0,0,0.0,matmul: n=96 block=16 checksum=219826053362
l1lat_256KiB-4c_stream,l1lat,256KiB-4c,stream,0,6820444,64442567,9.448441626380921,0.10583755920213421,32.221,3.96,1574368,196674,0.12492250858757292,196674,160.78623509,4.0,24.085819833794044,28.835952615401578,192578,65556,6822833,112,1.6e-05,196786,196786,1.0,151.78836400999998,28.852373833726954,0,0,196786,65556,16789888,50.27882,1575396,4111,0.002609502626641175,0.6027466833537524,6822833,4,1026,0,0.0,0,0,0.0,stream: words=524288 passes=2 checksum=8dd97a8432780000
l1lat_256KiB-5c_chase,l1lat,256KiB-5c,chase,0,3160920,41899051,13.255334206496842,0.07544132682145951,20.95,3.1,632806,518269,0.8190014001131468,518269,37.646874499999996,5.0,35.83284292538392,163.96144160560848,514173,514160,4359367,114,2.6e-05,518383,17578,0.03390929100684243,188.359767892,5.561039191121572,0,0,17578,0,1124992,85.2308,633085,393614,0.6217395768340744,124.52513825088899,4359367,4,275,0,0.0,0,0,0.0,chase: footprint_kib=1024 nodes=16384 hops=500000 final=9930
l1lat_256KiB-5c_matmul,l1lat,256KiB-5c,matmul,0,6862544,53874747,7.850550320697398,0.12737960514227567,26.936999999999998,3.77,1881623,3521,0.0018712568883352298,3521,171.814825334,5.0,5.321509675424362,0.5130750345644414,34,26,8772200,117,1.3e-05,3638,3632,0.9983507421660253,160.69713656399998,0.5292497942453994,0,0,3632,0,232448,58.17608,1881687,120,6.37725615365361e-05,0.017486226682116718,8772200,5,58,0,0.0,0,0,0.0,matmul: n=96 block=0 checksum=219826053362
l1lat_256KiB-5c_matmulb,l1lat,256KiB-5c,matmulb,0,9102071,66459541,7.301584551471858,0.1369565733233096,33.230000000000004,4.41,1995850,3519,0.001763158553999549,3519,171.700767264,5.0,5.3027356765298075,0.3866153098564052,34,26,11175021,120,1.1e-05,3639,3633,0.998351195383347,160.52986512599998,0.39913993200009096,0,0,3633,0,232512,58.0073,1995914,120,6.012283094361781e-05,0.013183812782827117,11175021,5,58,0,0.0,0,0,0.0,matmul: n=96 block=16 checksum=219826053362
l1lat_256KiB-5c_stream,l1lat,256KiB-5c,stream,0,6820444,73366517,10.756853512762513,0.0929639879183579,36.683,3.85,1574368,196674,0.12492250858757292,196674,164.466386,5.0,25.545553517452085,28.835952615401578,192578,65556,6822833,112,1.6e-05,196786,196786,1.0,153.465114388,28.852373833726954,0,0,196786,65556,16789888,50.938900000000004,1575396,4111,0.002609502626641175,0.6027466833537524,6822833,4,1026,0,0.0,0,0,0.0,stream: words=524288 passes=2 checksum=8dd97a8432780000
l1lat_32KiB-2c_chase,l1lat,32KiB-2c,chase,0,3160920,25423923,8.043203560988573,0.12432857037837945,12.712,3.02,632806,521798,0.8245781487533304,521798,31.555211019999998,2.0,28.019737486392287,165.07788871594346,521286,521273,4359367,114,2.6e-05,521912,17578,0.03368000735756219,186.757480942,5.561039191121572,0,0,17578,0,1124992,84.5355,633085,393614,0.6217395768340744,124.52513825088899,4359367,4,275,0,0.0,0,0,0.0,chase: footprint_kib=1024 nodes=16384 hops=500000 final=9930
l1lat_32KiB-2c_matmul,l1lat,32KiB-2c,matmul,0,6862544,40203139,5.858343349055394,0.17069672096997202,20.101999999999997,5.14,1881623,767494,0.40788935934562875,767494,26.59619098,2.0,12.84830329986619,111.83811717637074,766982,766968,8772200,117,1.3e-05,767611,3632,0.004731563252741298,151.07488986799999,0.5292497942453994,0,0,3632,0,232448,49.52244,1881687,120,6.37725615365361e-05,0.017486226682116718,8772200,5,58,0,0.0,0,0,0.0,matmul: n=96 block=0 checksum=219826053362
l1lat_32KiB-2c_matmulb,l1lat,32KiB-2c,matmulb,0,9102071,27296659,2.998950348772274,0.33345000206801867,13.648,4.67,1995850,19966,0.010003757797429666,19966,48.901983372000004,2.0,2.489203597467421,2.1935667168493853,19454,19440,11175021,120,1.1e-05,20086,3633,0.18087224932789006,151.059454996,0.39913993200009096,0,0,3633,0,232512,49.50674,1995914,120,6.012283094361781e-05,0.013183812782827117,11175021,5,58,0,0.0,0,0,0.0,matmul: n=96 block=16 checksum=219826053362
l1lat_32KiB-2c_stream,l1lat,32KiB-2c,stream,0,6820444,47146867,6.912580324682675,0.14466378009804978,23.573,4.06,1574368,196674,0.12492250858757292,196674,156.243529902,2.0,21.5183337059353,28.835952615401578,196162,65556,6822833,112,1.6e-05,196786,196786,1.0,151.24095718200002,28.852373833726954,0,0,196786,65556,16789888,49.73364,1575396,4111,0.002609502626641175,0.6027466833537524,6822833,4,1026,0,0.0,0,0,0.0,stream: words=524288 passes=2 checksum=8dd97a8432780000
l1lat_64KiB-2c_chase,l1lat,64KiB-2c,chase,0,3160920,25343157,8.017652139250599,0.12472479257418481,12.671999999999999,3.01,632806,518448,0.8192842672161769,518448,31.590705336,2.0,27.88176787204693,164.01807068828063,517424,517411,4359367,114,2.6e-05,518562,17578,0.033897586016715456,186.73665946,5.561039191121572,0,0,17578,0,1124992,84.51386,633085,393614,0.6217395768340744,124.52513825088899,4359367,4,275,0,0.0,0,0,0.0,chase: footprint_kib=1024 nodes=16384 hops=500000 final=9930
l1lat_64KiB-2c_matmul,l1lat,64KiB-2c,matmul,0,6862544,24657977,3.5931247945368363,0.2783092870919622,12.328999999999999,4.06,1881623,119767,0.06365090137609924,119767,29.821912546,2.0,3.8981916143121027,17.452274258642277,118743,118729,8772200,117,1.3e-05,119884,3632,0.030295952754329183,151.107929516,0.5292497942453994,0,0,3632,0,232448,49.555339999999994,1881687,120,6.37725615365361e-05,0.017486226682116718,8772200,5,58,0,0.0,0,0,0.0,matmul: n=96 block=0 checksum=219826053362
l1lat_64KiB-2c_matmulb,l1lat,64KiB-2c,matmulb,0,9102071,27171349,2.9851831522738066,0.3349878211788454,13.586,4.61,1995850,14758,0.007394343262269208,14758,56.99085242,2.0,2.4214099256028057,1.6213892420746883,13734,13720,11175021,120,1.1e-05,14878,3633,0.2441860465116279,150.951555188,0.39913993200009096,0,0,3633,0,232512,49.39884,1995914,120,6.012283094361781e-05,0.013183812782827117,11175021,5,58,0,0.0,0,0,0.0,matmul: n=96 block=16 checksum=219826053362
l1lat_64KiB-2c_stream,l1lat,64KiB-2c,stream,0,6820444,47146867,6.912580324682675,0.14466378009804978,23.573,4.08,1574368,196674,0.12492250858757292,196674,156.243529902,2.0,21.5183337059353,28.835952615401578,195650,65556,6822833,112,1.6e-05,196786,196786,1.0,151.24095718200002,28.852373833726954,0,0,196786,65556,16789888,49.73364,1575396,4111,0.002609502626641175,0.6027466833537524,6822833,4,1026,0,0.0,0,0,0.0,stream: words=524288 passes=2 checksum=8dd97a8432780000
l1lat_64KiB-3c_chase,l1lat,64KiB-3c,chase,0,3160920,30866879,9.76515666324994,0.1024049111022854,15.433,3.0,632806,518448,0.8192842672161769,518448,33.616011634,3.0,30.541069458292167,164.01807068828063,517424,517411,4359367,114,2.6e-05,518562,17578,0.033897586016715456,187.47576516,5.561039191121572,0,0,17578,0,1124992,84.3396,633085,393614,0.6217395768340744,124.52513825088899,4359367,4,275,0,0.0,0,0,0.0,chase: footprint_kib=1024 nodes=16384 hops=500000 final=9930
l1lat_64KiB-3c_matmul,l1lat,64KiB-3c,matmul,0,6862544,35457451,5.166808547967051,0.1935430722304319,17.729000000000003,4.08,1881623,119767,0.06365090137609924,119767,32.038240918,3.0,5.0392629129353255,17.452274258642277,118743,118729,8772200,117,1.3e-05,119884,3632,0.030295952754329183,158.35297356799998,0.5292497942453994,0,0,3632,0,232448,55.852,1881687,120,6.37725615365361e-05,0.017486226682116718,8772200,5,58,0,0.0,0,0,0.0,matmul: n=96 block=0 checksum=219826053362
l1lat_64KiB-3c_matmulb,l1lat,64KiB-3c,matmulb,0,9102071,40383753,4.436765325166108,0.22538942826834346,20.192,4.86,1995850,14758,0.007394343262269208,14758,60.766702806,3.0,3.4493298594638615,1.6213892420746883,13734,13720,11175021,120,1.1e-05,14878,3633,0.2441860465116279,158.36443710400002,0.39913993200009096,0,0,3633,0,232512,55.86374,1995914,120,6.012283094361781e-05,0.013183812782827117,11175021,5,58,0,0.0,0,0,0.0,matmul: n=96 block=16 checksum=219826053362
l1lat_64KiB-3c_stream,l1lat,64KiB-3c,stream,0,6820444,56279165,8.251539782454046,0.12118950236735034,28.139999999999997,3.95,1574368,196674,0.12492250858757292,196674,160.97845165,3.0,23.109832008661318,28.835952615401578,195650,65556,6822833,112,1.6e-05,196786,196786,1.0,153.97646174,28.852373833726954,0,0,196786,65556,16789888,51.460860000000004,1575396,4111,0.002609502626641175,0.6027466833537524,6822833,4,1026,0,0.0,0,0,0.0,stream: words=524288 passes=2 checksum=8dd97a8432780000
l2assoc_16way_chase4m,l2assoc,16way,chase4m,0,5126955,129008339,25.16276015685724,0.03974126819817438,64.504,5.86,1026016,603540,0.5882364407572591,603540,189.405219206,2.0,113.4150520065859,117.71899694848112,602516,102578,6916033,114,1.6e-05,603654,570729,0.9454571658599131,193.82549160800002,111.31929186037327,0,0,570729,69653,40984448,91.51910000000001,1027111,531919,0.5178787881738196,103.74949653351746,6916033,4,1091,0,0.0,0,0,0.0,chase: footprint_kib=4096 nodes=65536 hops=500000 final=60
l2assoc_16way_matmul,l2assoc,16way,matmul,0,6862544,24657977,3.5931247945368363,0.2783092870919622,12.328999999999999,3.89,1881623,119767,0.06365090137609924,119767,29.821912546,2.0,3.8981916143121027,17.452274258642277,118743,118729,8772200,117,1.3e-05,119884,3632,0.030295952754329183,151.107929516,0.5292497942453994,0,0,3632,0,232448,49.555339999999994,1881687,120,6.37725615365361e-05,0.017486226682116718,8772200,5,58,0,0.0,0,0,0.0,matmul: n=96 block=0 checksum=219826053362
l2assoc_1way_chase4m,l2assoc,1way,chase4m,0,5126955,128931873,25.14784565107359,0.03976483766740905,64.466,5.87,1026016,603540,0.5882364407572591,603540,189.279355138,2.0,113.34101417520634,117.71899694848112,602516,102560,6916033,114,1.6e-05,603654,570747,0.9454869842658211,193.686065804,111.32280271623215,0,0,570747,69580,40980928,91.40638,1027111,531919,0.5178787881738196,103.74949653351746,6916033,4,1091,0,0.0,0,0,0.0,chase: footprint_kib=4096 nodes=65536 hops=500000 final=60
l2assoc_1way_matmul,l2assoc,1way,matmul,0,6862544,24657977,3.5931247945368363,0.2783092870919622,12.328999999999999,3.9,1881623,119767,0.06365090137609924,119767,29.821912546,2.0,3.8981916143121027,17.452274258642277,118743,118729,8772200,117,1.3e-05,119884,3632,0.030295952754329183,151.107929516,0.5292497942453994,0,0,3632,0,232448,49.555339999999994,1881687,120,6.37725615365361e-05,0.017486226682116718,8772200,5,58,0,0.0,0,0,0.0,matmul: n=96 block=0 checksum=219826053362
l2assoc_2way_chase4m,l2assoc,2way,chase4m,0,5126955,129023911,25.16579743727027,0.039736471792426134,64.512,5.79,1026016,603540,0.5882364407572591,603540,189.431020314,2.0,113.4302291585234,117.71899694848112,602516,102264,6916033,114,1.6e-05,603654,571043,0.9459773313851975,193.757729278,111.38053679035608,0,0,571043,69653,41004544,91.46376,1027111,531919,0.5178787881738196,103.74949653351746,6916033,4,1091,0,0.0,0,0,0.0,chase: footprint_kib=4096 nodes=65536 hops=500000 final=60
l2assoc_2way_matmul,l2assoc,2way,matmul,0,6862544,24657977,3.5931247945368363,0.2783092870919622,12.328999999999999,3.89,1881623,119767,0.06365090137609924,119767,29.821912546,2.0,3.8981916143121027,17.452274258642277,118743,118729,8772200,117,1.3e-05,119884,3632,0.030295952754329183,151.107929516,0.5292497942453994,0,0,3632,0,232448,49.555339999999994,1881687,120,6.37725615365361e-05,0.017486226682116718,8772200,5,58,0,0.0,0,0,0.0,matmul: n=96 block=0 checksum=219826053362
l2assoc_4way_chase4m,l2assoc,4way,chase4m,0,5126955,129008339,25.16276015685724,0.03974126819817438,64.504,5.78,1026016,603540,0.5882364407572591,603540,189.405219206,2.0,113.4150520065859,117.71899694848112,602516,102447,6916033,114,1.6e-05,603654,570860,0.9456741775917993,193.785831902,111.34484308912405,0,0,570860,69653,40992832,91.48366,1027111,531919,0.5178787881738196,103.74949653351746,6916033,4,1091,0,0.0,0,0,0.0,chase: footprint_kib=4096 nodes=65536 hops=500000 final=60
l2assoc_4way_matmul,l2assoc,4way,matmul,0,6862544,24657977,3.5931247945368363,0.2783092870919622,12.328999999999999,3.82,1881623,119767,0.06365090137609924,119767,29.821912546,2.0,3.8981916143121027,17.452274258642277,118743,118729,8772200,117,1.3e-05,119884,3632,0.030295952754329183,151.107929516,0.5292497942453994,0,0,3632,0,232448,49.555339999999994,1881687,120,6.37725615365361e-05,0.017486226682116718,8772200,5,58,0,0.0,0,0,0.0,matmul: n=96 block=0 checksum=219826053362
l2assoc_8way_chase4m,l2assoc,8way,chase4m,0,5126955,128992765,25.15972248634911,0.03974606637821897,64.496,5.83,1026016,603540,0.5882364407572591,603540,189.3794181,2.0,113.39987485582486,117.71899694848112,602516,102568,6916033,114,1.6e-05,603654,570739,0.9454737316409731,193.795176078,111.32124233585043,0,0,570739,69653,40985088,91.49288,1027111,531919,0.5178787881738196,103.74949653351746,6916033,4,1091,0,0.0,0,0,0.0,chase: footprint_kib=4096 nodes=65536 hops=500000 final=60
l2assoc_8way_matmul,l2assoc,8way,matmul,0,6862544,24657977,3.5931247945368363,0.2783092870919622,12.328999999999999,3.96,1881623,119767,0.06365090137609924,119767,29.821912546,2.0,3.8981916143121027,17.452274258642277,118743,118729,8772200,117,1.3e-05,119884,3632,0.030295952754329183,151.107929516,0.5292497942453994,0,0,3632,0,232448,49.555339999999994,1881687,120,6.37725615365361e-05,0.017486226682116718,8772200,5,58,0,0.0,0,0,0.0,matmul: n=96 block=0 checksum=219826053362
l2size_1MiB_chase,l2size,1MiB,chase,0,3160920,28568535,9.038044303557193,0.11064340541088298,14.284,3.03,632806,518448,0.8192842672161769,518448,37.809087893999994,2.0,32.97639086934781,164.01807068828063,517424,437645,4359367,114,2.6e-05,518562,36715,0.07080156278323518,188.198610922,11.615289219594295,0,0,36715,3759,2590336,88.86306,633085,393614,0.6217395768340744,124.52513825088899,4359367,4,275,0,0.0,0,0,0.0,chase: footprint_kib=1024 nodes=16384 hops=500000 final=9930
l2size_1MiB_chase4m,l2size,1MiB,chase4m,0,5126955,129164063,25.193133741177757,0.03969335495431109,64.582,6.28,1026016,603540,0.5882364407572591,603540,189.66324021600002,2.0,113.5668293671489,117.71899694848112,602516,101594,6916033,114,1.6e-05,603654,571713,0.9470872387162182,193.800415594,111.51121864732575,0,0,571713,69653,41047424,91.49416000000001,1027111,531919,0.5178787881738196,103.74949653351746,6916033,4,1091,0,0.0,0,0,0.0,chase: footprint_kib=4096 nodes=65536 hops=500000 final=60
l2size_1MiB_matmul,l2size,1MiB,matmul,0,6862544,24657977,3.5931247945368363,0.2783092870919622,12.328999999999999,4.08,1881623,119767,0.06365090137609924,119767,29.821912546,2.0,3.8981916143121027,17.452274258642277,118743,118729,8772200,117,1.3e-05,119884,3632,0.030295952754329183,151.107929516,0.5292497942453994,0,0,3632,0,232448,49.555339999999994,1881687,120,6.37725615365361e-05,0.017486226682116718,8772200,5,58,0,0.0,0,0,0.0,matmul: n=96 block=0 checksum=219826053362
l2size_1MiB_stream,l2size,1MiB,stream,0,6820444,47107953,6.906874831022731,0.14478328107358007,23.554,4.06,1574368,196674,0.12492250858757292,196674,156.046269462,2.0,21.493691436925413,28.835952615401578,195650,65556,6822833,112,1.6e-05,196786,196786,1.0,151.04320937399999,28.852373833726954,0,0,196786,65556,16789888,49.52784,1575396,4111,0.002609502626641175,0.6027466833537524,6822833,4,1026,0,0.0,0,0,0.0,stream: words=524288 passes=2 checksum=8dd97a8432780000
l2size_256KiB_chase,l2size,256KiB,chase,0,3160920,109647803,34.68857263075307,0.028827937391504323,54.824,4.17,632806,518448,0.8192842672161769,518448,194.19996991000002,2.0,161.10498004111795,164.01807068828063,517424,17627,4359367,114,2.6e-05,518562,518364,0.9996181748759069,189.25622149600002,163.99149614669147,0,0,518364,17429,34290752,87.15648,633085,393614,0.6217395768340744,124.52513825088899,4359367,4,275,0,0.0,0,0,0.0,chase: footprint_kib=1024 nodes=16384 hops=500000 final=9930
l2size_256KiB_chase4m,l2size,256KiB,chase4m,0,5126955,129257499,25.211358203846142,0.03966466193191623,64.629,5.9,1026016,603540,0.5882364407572591,603540,189.81805017,2.0,113.65789422348364,117.71899694848112,602516,100870,6916033,114,1.6e-05,603654,572445,0.9482998538898111,193.742673968,111.65399345225383,0,0,572445,69661,41094784,91.44824,1027111,531919,0.5178787881738196,103.74949653351746,6916033,4,1091,0,0.0,0,0,0.0,chase: footprint_kib=4096 nodes=65536 hops=500000 final=60
l2size_256KiB_matmul,l2size,256KiB,matmul,0,6862544,24657977,3.5931247945368363,0.2783092870919622,12.328999999999999,4.03,1881623,119767,0.06365090137609924,119767,29.821912546,2.0,3.8981916143121027,17.452274258642277,118743,118729,8772200,117,1.3e-05,119884,3632,0.030295952754329183,151.107929516,0.5292497942453994,0,0,3632,5,232768,49.555339999999994,1881687,120,6.37725615365361e-05,0.017486226682116718,8772200,5,58,0,0.0,0,0,0.0,matmul: n=96 block=0 checksum=219826053362
l2size_256KiB_stream,l2size,256KiB,stream,0,6820444,47069245,6.901199540675065,0.144902345469956,23.535,3.93,1574368,196674,0.12492250858757292,196674,155.84959882799998,2.0,21.469122847960623,28.835952615401578,195650,65556,6822833,112,1.6e-05,196786,196786,1.0,150.84650839,28.852373833726954,0,0,196786,65556,16789888,49.33608,1575396,4111,0.002609502626641175,0.6027466833537524,6822833,4,1026,0,0.0,0,0,0.0,stream: words=524288 passes=2 checksum=8dd97a8432780000
l2size_2MiB_chase,l2size,2MiB,chase,0,3160920,25343157,8.017652139250599,0.12472479257418481,12.671999999999999,3.01,632806,518448,0.8192842672161769,518448,31.590705336,2.0,27.88176787204693,164.01807068828063,517424,517411,4359367,114,2.6e-05,518562,17578,0.033897586016715456,186.73665946,5.561039191121572,0,0,17578,0,1124992,84.51386,633085,393614,0.6217395768340744,124.52513825088899,4359367,4,275,0,0.0,0,0,0.0,chase: footprint_kib=1024 nodes=16384 hops=500000 final=9930
l2size_2MiB_chase4m,l2size,2MiB,chase4m,0,5126955,128992765,25.15972248634911,0.03974606637821897,64.496,5.55,1026016,603540,0.5882364407572591,603540,189.3794181,2.0,113.39987485582486,117.71899694848112,602516,102568,6916033,114,1.6e-05,603654,570739,0.9454737316409731,193.795176078,111.32124233585043,0,0,570739,69653,40985088,91.49288,1027111,531919,0.5178787881738196,103.74949653351746,6916033,4,1091,0,0.0,0,0,0.0,chase: footprint_kib=4096 nodes=65536 hops=500000 final=60
l2size_2MiB_matmul,l2size,2MiB,matmul,0,6862544,24657977,3.5931247945368363,0.2783092870919622,12.328999999999999,3.99,1881623,119767,0.06365090137609924,119767,29.821912546,2.0,3.8981916143121027,17.452274258642277,118743,118729,8772200,117,1.3e-05,119884,3632,0.030295952754329183,151.107929516,0.5292497942453994,0,0,3632,0,232448,49.555339999999994,1881687,120,6.37725615365361e-05,0.017486226682116718,8772200,5,58,0,0.0,0,0,0.0,matmul: n=96 block=0 checksum=219826053362
l2size_2MiB_stream,l2size,2MiB,stream,0,6820444,47146867,6.912580324682675,0.14466378009804978,23.573,4.16,1574368,196674,0.12492250858757292,196674,156.243529902,2.0,21.5183337059353,28.835952615401578,195650,65556,6822833,112,1.6e-05,196786,196786,1.0,151.24095718200002,28.852373833726954,0,0,196786,65556,16789888,49.73364,1575396,4111,0.002609502626641175,0.6027466833537524,6822833,4,1026,0,0.0,0,0,0.0,stream: words=524288 passes=2 checksum=8dd97a8432780000
l2size_4MiB_chase,l2size,4MiB,chase,0,3160920,25343157,8.017652139250599,0.12472479257418481,12.671999999999999,3.0,632806,518448,0.8192842672161769,518448,31.590705336,2.0,27.88176787204693,164.01807068828063,517424,517411,4359367,114,2.6e-05,518562,17578,0.033897586016715456,186.73665946,5.561039191121572,0,0,17578,0,1124992,84.51386,633085,393614,0.6217395768340744,124.52513825088899,4359367,4,275,0,0.0,0,0,0.0,chase: footprint_kib=1024 nodes=16384 hops=500000 final=9930
l2size_4MiB_chase4m,l2size,4MiB,chase4m,0,5126955,45852563,8.94342996964085,0.11181392412022857,22.926,4.42,1026016,603540,0.5882364407572591,603540,51.623938761999995,2.0,32.36708199522958,117.71899694848112,602516,469937,6916033,114,1.6e-05,603654,90886,0.15055975774201777,191.331437186,17.72709142171133,0,0,90886,21090,7166464,89.44138000000001,1027111,531919,0.5178787881738196,103.74949653351746,6916033,4,1091,0,0.0,0,0,0.0,chase: footprint_kib=4096 nodes=65536 hops=500000 final=60
l2size_4MiB_matmul,l2size,4MiB,matmul,0,6862544,24657977,3.5931247945368363,0.2783092870919622,12.328999999999999,3.91,1881623,119767,0.06365090137609924,119767,29.821912546,2.0,3.8981916143121027,17.452274258642277,118743,118729,8772200,117,1.3e-05,119884,3632,0.030295952754329183,151.107929516,0.5292497942453994,0,0,3632,0,232448,49.555339999999994,1881687,120,6.37725615365361e-05,0.017486226682116718,8772200,5,58,0,0.0,0,0,0.0,matmul: n=96 block=0 checksum=219826053362
l2size_4MiB_stream,l2size,4MiB,stream,0,6820444,29875767,4.38032582629518,0.2282935196274626,14.938,3.56,1574368,196674,0.12492250858757292,196674,68.41723868,2.0,10.546853086540326,28.835952615401578,195650,195606,6822833,112,1.6e-05,196786,65737,0.3340532354943949,148.150524058,9.638228830850307,0,0,65737,130,4215488,46.64448,1575396,4111,0.002609502626641175,0.6027466833537524,6822833,4,1026,0,0.0,0,0,0.0,stream: words=524288 passes=2 checksum=8dd97a8432780000
l2size_512KiB_chase,l2size,512KiB,chase,0,3160920,109586947,34.66932000809891,0.028843946168150846,54.793,4.3,632806,518448,0.8192842672161769,518448,194.08279326000002,2.0,161.00897905528785,164.01807068828063,517424,17949,4359367,114,2.6e-05,518562,518042,0.998997226946826,189.243331622,163.8896270705997,0,0,518042,17429,34270144,87.10275999999999,633085,393614,0.6217395768340744,124.52513825088899,4359367,4,275,0,0.0,0,0,0.0,chase: footprint_kib=1024 nodes=16384 hops=500000 final=9930
l2size_512KiB_chase4m,l2size,512KiB,chase4m,0,5126955,129226353,25.205283252924982,0.03967422186711406,64.613,6.02,1026016,603540,0.5882364407572591,603540,189.76644795800001,2.0,113.62753992196157,117.71899694848112,602516,101134,6916033,114,1.6e-05,603654,572173,0.9478492646449788,193.770357916,111.60094051927508,0,0,572173,69653,41076864,91.46844,1027111,531919,0.5178787881738196,103.74949653351746,6916033,4,1091,0,0.0,0,0,0.0,chase: footprint_kib=4096 nodes=65536 hops=500000 final=60
l2size_512KiB_matmul,l2size,512KiB,matmul,0,6862544,24657977,3.5931247945368363,0.2783092870919622,12.328999999999999,4.12,1881623,119767,0.06365090137609924,119767,29.821912546,2.0,3.8981916143121027,17.452274258642277,118743,118729,8772200,117,1.3e-05,119884,3632,0.030295952754329183,151.107929516,0.5292497942453994,0,0,3632,0,232448,49.555339999999994,1881687,120,6.37725615365361e-05,0.017486226682116718,8772200,5,58,0,0.0,0,0,0.0,matmul: n=96 block=0 checksum=219826053362
l2size_512KiB_stream,l2size,512KiB,stream,0,6820444,47078607,6.902572178585441,0.14487353034893322,23.539,3.96,1574368,196674,0.12492250858757292,196674,155.892136226,2.0,21.474436726427573,28.835952615401578,195650,65556,6822833,112,1.6e-05,196786,196786,1.0,150.89408291200002,28.852373833726954,0,0,196786,65556,16789888,49.385239999999996,1575396,4111,0.002609502626641175,0.6027466833537524,6822833,4,1026,0,0.0,0,0,0.0,stream: words=524288 passes=2 checksum=8dd97a8432780000
l2size_8MiB_chase,l2size,8MiB,chase,0,3160920,25343157,8.017652139250599,0.12472479257418481,12.671999999999999,3.02,632806,518448,0.8192842672161769,518448,31.590705336,2.0,27.88176787204693,164.01807068828063,517424,517411,4359367,114,2.6e-05,518562,17578,0.033897586016715456,186.73665946,5.561039191121572,0,0,17578,0,1124992,84.51386,633085,393614,0.6217395768340744,124.52513825088899,4359367,4,275,0,0.0,0,0,0.0,chase: footprint_kib=1024 nodes=16384 hops=500000 final=9930
l2size_8MiB_chase4m,l2size,8MiB,chase4m,0,5126955,42235889,8.238006575052834,0.12138858968968311,21.118000000000002,4.34,1026016,603540,0.5882364407572591,603540,45.63251483,2.0,28.842708106402043,117.71899694848112,602516,602503,6916033,114,1.6e-05,603654,69802,0.11563246495509016,190.967436464,13.614708925668355,0,0,69802,0,4467328,88.67692,1027111,531919,0.5178787881738196,103.74949653351746,6916033,4,1091,0,0.0,0,0,0.0,chase: footprint_kib=4096 nodes=65536 hops=500000 final=60
l2size_8MiB_matmul,l2size,8MiB,matmul,0,6862544,24657977,3.5931247945368363,0.2783092870919622,12.328999999999999,3.99,1881623,119767,0.06365090137609924,119767,29.821912546,2.0,3.8981916143121027,17.452274258642277,118743,118729,8772200,117,1.3e-05,119884,3632,0.030295952754329183,151.107929516,0.5292497942453994,0,0,3632,0,232448,49.555339999999994,1881687,120,6.37725615365361e-05,0.017486226682116718,8772200,5,58,0,0.0,0,0,0.0,matmul: n=96 block=0 checksum=219826053362
l2size_8MiB_stream,l2size,8MiB,stream,0,6820444,29871675,4.37972586535422,0.22832479263382452,14.936,3.51,1574368,196674,0.12492250858757292,196674,68.404100186,2.0,10.545211792910782,28.835952615401578,195650,195637,6822833,112,1.6e-05,196786,65704,0.33388554063805354,148.15210641599998,9.633390436165152,0,0,65704,0,4205056,46.620599999999996,1575396,4111,0.002609502626641175,0.6027466833537524,6822833,4,1026,0,0.0,0,0,0.0,stream: words=524288 passes=2 checksum=8dd97a8432780000
line_128B_chase,line,128B,chase,0,3160920,23548605,7.449921225466004,0.13422960723151117,11.774,2.88,632800,500670,0.7911978508217447,500670,29.06929115,2.0,24.999560682791564,158.39375877908964,500158,500150,4359367,68,1.6e-05,500738,8809,0.017592034157583408,196.464184356,2.7868468673677285,0,0,8809,0,1127552,89.09464,633079,393614,0.6217454693648028,124.52513825088899,4359367,4,275,0,0.0,0,0,0.0,chase: footprint_kib=1024 nodes=16384 hops=500000 final=9930
